"crawler_id","keyword","asset_id","account_id","keyword_id","start_url"
8,"Nytro",947,322,1581,"https://www.dhgate.com/wholesale/search.do?searchkey=Nytro"
8,"SkyHawk",948,322,1582,"https://www.dhgate.com/wholesale/SkyHawk/s104.html#listing_catefilter-104"
8,"The Breather",954,604,1589,"https://www.dhgate.com/wholesale/search.do?searchkey=The+Breather"
8,"expiratory inspiratory",954,604,1590,"https://www.dhgate.com/wholesale/search.do?searchkey=expiratory+inspiratory"
8,"Smart Pot",958,607,1593,"https://www.dhgate.com/wholesale/search.do?searchkey=Smart+Pot"
8,"High Caliper Growing",960,607,1595,"https://www.dhgate.com/wholesale/search.do?searchkey=High+Caliper+Growing"
8,"collapsible water bottle",967,582,1602,"https://www.dhgate.com/wholesale/search.do?searchkey=collapsible+water+bottle"
8,"foldable water bottle",967,582,1603,"https://www.dhgate.com/wholesale/search.do?searchkey=foldable+water+bottle"
8,"exocet",975,167,1611,"https://www.dhgate.com/wholesale/search.do?searchkey=exocet"
8,"OCuSOFT",978,620,1619,"https://www.dhgate.com/wholesale/search.do?searchkey=OCuSOFT"
8,"Lid Scrub",978,620,1620,"https://www.dhgate.com/wholesale/search.do?searchkey=Lid+Scrub"
8,"socom elite",325,167,1626,"https://www.dhgate.com/wholesale/search.do?searchkey=socom+elite"
8,"Bold Hold",985,623,1632,"https://www.dhgate.com/wholesale/search.do?searchkey=Bold+Hold"
8,"The Hair Diagram",987,623,1634,"https://www.dhgate.com/wholesale/search.do?searchkey=The+Hair+Diagram"
8,"Yeezy",991,626,1638,"https://www.dhgate.com/wholesale/search.do?searchkey=Yeezy"
8,"Kanye West",990,626,1639,"https://www.dhgate.com/wholesale/search.do?searchkey=Kanye+West"
8,"ipad pillow",992,543,1640,"https://www.dhgate.com/wholesale/search.do?searchkey=ipad+pillow"
8,"Grayl",994,628,1643,"https://www.dhgate.com/wholesale/search.do?searchkey=Grayl"
8,"Onepress",995,628,1644,"https://www.dhgate.com/wholesale/search.do?searchkey=Onepress"
8,"Geopress",996,628,1645,"https://www.dhgate.com/wholesale/search.do?searchkey=Geopress"
8,"sup putter grip",109,33,1668,"https://www.dhgate.com/wholesale/search.do?searchkey=sup+putter+grip"
